No. Moves,FirstMove,ProbCaptureFirst30,WhiteElo,BlackElo,TimeControl,Result,Fen,Eval5,Eval12
13,e4,0.16666666666666666,1145,1404,0+3,0-1,rnbqk1nr/ppppppbp/6p1/8/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-24,+2
37,d4,0.20689655172413793,1031,1172,420+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,+20,+39
43,e4,0.13793103448275862,1683,1546,600+0,1-0,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-33,+99
21,d4,0.2413793103448276,1740,1412,300+8,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq - 0 3,-3,-2
34,e4,0.20689655172413793,1375,1279,180+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-57,+59
24,e4,0.27586206896551724,1267,1656,300+2,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPPQPPP/R1B1KBNR b KQkq - 1 3,+49,-7
19,d4,0.20689655172413793,1725,1654,180+3,1-0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-9,+52
31,e4,0.10344827586206896,1844,1703,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-12,+27
53,e4,0.27586206896551724,1814,1637,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-36,+60
35,d4,0.1724137931034483,2134,1730,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-58,+34
15,e4,0.18518518518518517,1981,2039,0+1,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-34,+209
14,d4,0.32,2160,1987,720+2,1-0,rnbqkb1r/pppppp1p/5np1/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-17,+54
35,e4,0.1724137931034483,1725,1646,600+0,0-1,rnbqkbnr/ppp2ppp/3p4/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-51,+59
26,e4,0.3448275862068966,1244,1379,900+15,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-32,-47
12,e4,0.13636363636363635,1505,1394,180+0,0-1,rnbqk1nr/ppppbppp/4p3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-79,+153
9,b3,0.375,1500,1734,60+0,0-1,rnbqkbnr/pp2pppp/8/2Pp4/8/8/P1PPPPPP/RNBQKBNR b KQkq - 0 3,+19,-647
26,d4,0.2413793103448276,1848,1674,180+0,1-0,rnbqkbnr/ppp1pp1p/6p1/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-34,+46
46,d4,0.1724137931034483,1592,1479,300+8,1/2-1/2,rnb1kbnr/pppp1ppp/4p3/8/3PP2q/2N5/PPP2PPP/R1BQKBNR b KQkq - 2 3,-127,+31
47,e4,0.06896551724137931,1935,1731,180+0,1-0,rnbqkbnr/ppp1pppp/8/6N1/4p3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 3,+79,-11
55,d4,0.20689655172413793,1897,2088,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-39,+35
33,e4,0.20689655172413793,1894,1631,60+0,1-0,rnbqkbnr/2pppppp/p7/1p6/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-8,+118
15,c3,0.2962962962962963,1580,1820,180+2,1-0,rnbqkbnr/pppp2pp/5p2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,-60,0
41,d4,0.27586206896551724,1632,1456,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-11,+529
38,d4,0.27586206896551724,1800,1568,900+0,1-0,rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-39,+44
39,d4,0.1724137931034483,1748,1885,60+0,1-0,rnbqkbnr/pp1ppppp/8/8/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-30,+43
25,e4,0.1724137931034483,1677,1394,300+0,1-0,rnbqkbnr/ppp2ppp/3pp3/8/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,-72,+185
66,e3,0.1724137931034483,1452,1400,60+2,0-1,rnbqkbnr/pp2pppp/2p5/3p4/B7/4P3/PPPP1PPP/RNBQK1NR b KQkq - 1 3,+97,-99
23,d4,0.1724137931034483,2050,2098,60+0,1-0,rnbq1bnr/pppppkpp/5p2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQ - 2 3,-200,+778
20,d4,0.1724137931034483,1433,1256,300+4,1-0,rn1qkbnr/pbpppppp/1p6/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-65,+93
20,e4,0.1724137931034483,1283,1410,600+0,1-0,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-38,+154
20,e4,0.2413793103448276,1567,1605,900+3,0-1,rnbqkbnr/ppp2ppp/4P3/8/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,-101,+114
20,e4,0.10344827586206896,1826,1507,600+0,1-0,rnbqkbnr/pppp1p1p/4p1p1/8/3PP3/4B3/PPP2PPP/RN1QKBNR b KQkq - 1 3,-72,+118
71,e4,0.20689655172413793,1745,1806,300+0,1/2-1/2,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/P7/1PPP1PPP/RNBQK1NR b KQkq - 0 3,+40,+1
31,c4,0.13793103448275862,1672,1575,480+0,1-0,rnbqkb1r/pppp1ppp/4pn2/8/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3,-45,+101
50,c4,0.06896551724137931,1691,1801,0+4,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/P3P3/1P1P1PPP/RNBQKBNR b KQkq - 0 3,+20,+13
63,e4,0.1724137931034483,1794,1893,60+0,1-0,rnbqk1nr/ppppppbp/6p1/8/4P3/2P2P2/PP1P2PP/RNBQKBNR b KQkq - 0 3,+27,-28
22,d4,0.20689655172413793,1666,1586,240+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-34,+75
52,d4,0.20689655172413793,2026,1994,0+1,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-11,+34
22,d4,0.2413793103448276,1787,2072,180+2,0-1,r1bqkbnr/pppp1ppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 3,-111,+107
49,g3,0.06896551724137931,1687,1552,180+0,1-0,rnbqkbnr/p1p1pppp/1p6/3p4/8/1P4P1/PBPPPP1P/RN1QKBNR b KQkq - 1 3,-32,+32
19,e4,0.1724137931034483,1582,2027,60+0,0-1,rnbqkb1r/ppp1pppp/3p1n2/8/4P3/3P2P1/PPP2P1P/RNBQKBNR b KQkq - 0 3,-15,+42
47,e4,0.10344827586206896,1559,1674,300+0,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,+4,+6
54,d4,0.27586206896551724,2012,1644,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-18,+81
66,e4,0.1724137931034483,1555,1635,600+0,1-0,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-38,+97
37,d4,0.10344827586206896,2152,2059,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,-19,+32
60,Nf3,0.13793103448275862,2185,2112,180+1,0-1,rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,-12,+51
20,d4,0.20689655172413793,1739,1815,60+0,1-0,rnbqkbnr/ppp2ppp/8/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-26,+107
18,a3,0.1724137931034483,1332,1119,60+1,1-0,rnbqkbnr/ppp2ppp/8/3pp3/8/P2PP3/1PP2PPP/RNBQKBNR b KQkq - 0 3,+64,-65
68,e4,0.1724137931034483,1553,1556,600+10,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,0,+121
57,d4,0.13793103448275862,1473,1236,300+0,1-0,rnbqkbnr/ppp2ppp/4p3/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-12,+34
6,e4,0.3,1500,1936,120+1,0-1,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-28,-372
55,e4,0.2413793103448276,1627,1544,300+0,1-0,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,-52,+63
59,d4,0.27586206896551724,1276,1249,300+0,1-0,r1bqkbnr/ppppp1pp/2n5/3P1p2/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-52,+29
41,e4,0.20689655172413793,1807,1895,300+0,0-1,rnb1kbnr/ppp1pppp/8/3q4/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-12,-12
62,e4,0.13793103448275862,1885,2028,0+1,0-1,r1bqkbnr/pp1ppppp/2n5/2p1P3/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,+36,+100
16,e4,0.2413793103448276,1418,1395,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-12,-108
44,d4,0.3103448275862069,1446,1640,300+8,0-1,rnbqkbnr/p1pp1ppp/1p2p3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,-27,+230
84,d4,0.20689655172413793,2014,1978,180+0,1/2-1/2,rnbqkb1r/pppppp1p/5np1/8/3P1B2/2P5/PP2PPPP/RN1QKBNR b KQkq - 1 3,-6,+50
53,d4,0.20689655172413793,2069,2025,180+0,1-0,rnbqkb1r/pppp1ppp/4pn2/8/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 1 3,-28,+34
37,Nf3,0.3448275862068966,1189,1338,240+1,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,+26,+42
38,e4,0.0,1910,1962,420+0,1-0,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-44,+51
23,c4,0.27586206896551724,2100,1615,60+0,1-0,rnbqkbnr/pppp2pp/4p3/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 3,-53,+91
29,d4,0.13793103448275862,1550,1603,300+5,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-15,+74
41,d4,0.06896551724137931,2062,1954,180+0,1-0,r1bqkbnr/pppnpppp/3p4/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3,-63,+85
38,d4,0.27586206896551724,1664,1633,300+0,1-0,rn1qkbnr/ppp1pppp/8/3p1bB1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,-18,+71
23,e3,0.27586206896551724,2029,1931,60+0,0-1,rnbqkb1r/pppppp1p/5np1/8/2PP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-22,+36
12,g3,0.2727272727272727,1588,1631,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 1 3,+4,+34
21,e4,0.2413793103448276,2029,1647,120+0,1-0,rnbqkbnr/pp2pppp/2pp4/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-63,+112
28,e4,0.27586206896551724,1728,1574,180+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-8,+65
26,d4,0.20689655172413793,1529,1798,180+2,0-1,rnbqkb1r/pp1ppppp/5n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-92,+49
57,e4,0.0,2008,1869,60+0,0-1,rnbqk1nr/ppppppbp/6p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,-57,+82
45,d4,0.20689655172413793,1609,1678,180+2,1/2-1/2,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-23,+25
27,e4,0.2413793103448276,1296,1500,300+0,1-0,rnbqkbnr/ppp2ppp/8/3pQ3/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 0 3,-121,-218
43,e4,0.13793103448275862,1602,1939,120+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 3,+78,-63
39,e4,0.1724137931034483,1538,1502,300+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,-12,+77
21,e4,0.1724137931034483,1499,1410,180+0,1-0,rnbqk1nr/ppppbppp/4p3/8/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 2 3,+7,+154
58,e4,0.3793103448275862,1504,1337,60+2,1-0,rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,-8,+68
23,e4,0.1724137931034483,1205,1192,480+2,0-1,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-26,+464
46,e3,0.13793103448275862,1205,1293,600+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p3Q/8/4P2N/PPPP1PPP/RNB1KB1R b KQkq - 1 3,+132,-113
20,e4,0.3448275862068966,2161,2140,120+1,1-0,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,-34,+160
51,e4,0.20689655172413793,2014,1766,60+0,0-1,rnbqkbnr/pp2pppp/2pp4/8/4P3/3P1P2/PPP3PP/RNBQKBNR b KQkq - 0 3,+1,-38
56,e4,0.20689655172413793,1889,2489,60+0,1/2-1/2,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 0 3,+21,-7
27,d4,0.3103448275862069,2029,1664,60+0,1-0,rnbqkbnr/pp1p1ppp/4p3/2p5/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,-29,+59
44,e4,0.20689655172413793,1520,1776,300+2,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 2 3,+22,-38
16,e4,0.3103448275862069,1585,1499,180+1,1-0,rnbqkbnr/pp2pppp/3p4/2p1P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3,+11,+47
30,b3,0.13793103448275862,1623,1577,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/8/1P1P4/PBP1PPPP/RN1QKBNR b KQkq - 0 3,+47,-107
18,e4,0.2413793103448276,1640,1674,60+0,0-1,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,+56,+37
14,e4,0.44,1370,1485,120+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-23,+94
37,e4,0.1724137931034483,1626,1606,120+2,1-0,rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,-34,0
6,b4,0.0,1092,1899,60+0,0-1,rnbqkbnr/pp2pppp/2p5/2Pp4/1P6/8/P2PPPPP/RNBQKBNR b KQkq - 0 3,+131,+33
52,e4,0.2413793103448276,1830,2011,300+0,0-1,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,-30,+167
36,e4,0.3103448275862069,1482,1658,180+8,1-0,rnbqkbnr/ppp2ppp/3p4/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR b KQkq - 1 3,+17,+29
33,h3,0.13793103448275862,1526,1270,360+6,1-0,rnbqkbnr/pp1p1ppp/2p1p3/8/6P1/7P/PPPPPPB1/RNBQK1NR b KQkq - 1 3,+30,-551
27,e4,0.2413793103448276,1580,1651,60+0,0-1,r1bqkbnr/ppp1pppp/2np4/8/4P3/6P1/PPPP1PBP/RNBQK1NR b KQkq - 2 3,-40,+50
22,e4,0.13793103448275862,1808,1833,0+1,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 3,-50,-242
30,e4,0.2413793103448276,1917,1940,180+0,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-38,+41
37,b3,0.13793103448275862,1726,2400,0+1,0-1,rnbqkb1r/pppppp1p/5np1/8/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq - 0 3,-5,-555
26,e4,0.27586206896551724,1481,1588,300+8,0-1,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-8,+135
28,e4,0.27586206896551724,1641,1578,60+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-33,+301
35,e4,0.27586206896551724,1292,1252,1200+5,1-0,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5PP1/PPPP3P/RNBQKBNR b KQkq - 0 3,+117,-1
54,d4,0.20689655172413793,1869,2137,60+0,0-1,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-9,+6
46,e4,0.27586206896551724,1730,1756,300+8,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,-16,-30
65,e4,0.2413793103448276,1984,2036,0+1,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-31,+28
43,d4,0.06896551724137931,1508,1466,120+0,1-0,rn1qkbnr/pbpppppp/1p6/8/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,+22,-25
50,f4,0.20689655172413793,1800,1768,60+0,1/2-1/2,r1bqkbnr/p1pppppp/1pn5/8/5P2/4P3/PPPP1KPP/RNBQ1BNR b kq - 0 3,+89,-142
43,e4,0.3793103448275862,1696,1519,60+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-17,+171
39,e4,0.3793103448275862,1959,1782,180+3,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-38,+22
40,d4,0.20689655172413793,2189,2070,180+1,0-1,rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-30,+81
31,d4,0.06896551724137931,1378,1382,300+2,1-0,rnbqkb1r/pppppp1p/5np1/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,-9,-45
33,d4,0.0,1693,1711,120+0,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-65,+72
40,d4,0.20689655172413793,1285,1449,180+0,0-1,rnbqkb1r/pppppp1p/5np1/8/3P4/2NQ4/PPP1PPPP/R1B1KBNR b KQkq - 1 3,-5,+16
52,e4,0.2413793103448276,1774,1748,600+0,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-39,+150
26,d4,0.1724137931034483,1676,1616,720+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,-33,+53
29,e4,0.3448275862068966,1377,1085,180+2,1-0,r1bqkbnr/p1pppppp/1pn5/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-110,+120
29,e4,0.3103448275862069,1768,2112,180+0,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-14,+9
33,d3,0.27586206896551724,2062,2086,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/4PP2/3P4/PPP3PP/RNBQKBNR b KQkq - 0 3,-10,+36
18,c4,0.06896551724137931,1945,2016,60+0,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3,-3,-31
54,e4,0.3448275862068966,1407,1407,180+0,0-1,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+50,+149
32,e4,0.13793103448275862,2074,2101,60+0,1-0,rnbqkbnr/ppp2ppp/4p3/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 3,-18,+13
19,e4,0.20689655172413793,1247,1579,0+5,0-1,rnbqk1nr/ppppppbp/6p1/8/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-32,+3
31,e4,0.13793103448275862,2166,2137,60+0,0-1,rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-39,+37
45,e4,0.10344827586206896,1654,1785,180+0,0-1,rnbqkbnr/ppp2ppp/3p4/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+27,+53
42,c4,0.06896551724137931,2066,1941,180+0,1-0,rnbqk1nr/ppppppbp/6p1/8/2P5/4P3/PPQP1PPP/RNB1KBNR b KQkq - 0 3,+50,-19
34,g3,0.2413793103448276,1880,1807,60+0,1-0,rnbqkbnr/pp1p1ppp/2p5/4p3/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq - 0 3,-26,+180
67,e4,0.13793103448275862,1708,1760,600+0,0-1,rnbqkbnr/1p1ppppp/p7/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-1,+27
44,e4,0.1724137931034483,1518,1705,300+0,1-0,rnbqkbnr/ppp2ppp/3p4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,-5,-26
42,e4,0.13793103448275862,1624,1803,180+2,1-0,r1bqkbnr/pp1ppppp/2n5/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-7,+60
27,e4,0.20689655172413793,1629,1631,900+3,1-0,rnbqkbnr/p1p1pppp/1p1p4/8/2B1PP2/8/PPPP2PP/RNBQK1NR b KQkq - 1 3,-25,+226
14,d4,0.32,1374,1645,180+3,1-0,rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 3,-36,+169
67,e3,0.3448275862068966,1250,1439,300+4,0-1,rnbqkbnr/ppp2ppp/8/1B1pp3/8/4P3/PPPP1PPP/RNBQK1NR b KQkq - 1 3,+107,-109
35,e4,0.13793103448275862,2220,2230,180+2,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-55,+61
30,h4,0.10344827586206896,1664,1224,120+0,1-0,rnbqkbnr/pp2pppp/7P/2pp4/8/8/PPPPPPP1/RNBQKBNR b KQkq - 0 3,+140,-77
58,d4,0.20689655172413793,1821,1819,0+1,1-0,rnbqkbnr/pp2pppp/8/2pP4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3,-52,+22
21,e4,0.3103448275862069,1664,1891,60+0,0-1,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,-30,+41
29,d4,0.1724137931034483,1750,1734,180+2,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,-34,+42
55,e4,0.2413793103448276,1511,1468,480+0,0-1,r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-62,+88
28,e4,0.27586206896551724,1605,1558,300+6,0-1,r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,-48,-2
53,e4,0.27586206896551724,1645,2032,120+0,0-1,rnbqkbnr/ppp2ppp/4p3/3P4/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,-21,+15
8,d4,0.0,1780,1774,60+0,1-0,rnbqkb1r/ppp1pppp/3p1n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-53,-47
28,e4,0.27586206896551724,1733,1824,600+0,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-26,+54
30,e4,0.2413793103448276,1544,1667,120+2,0-1,rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,-11,+21
42,d4,0.41379310344827586,1090,1223,120+0,1-0,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR b KQkq - 0 3,+38,0
22,e4,0.2413793103448276,1423,1473,1800+0,1-0,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+86,+55
53,d4,0.2413793103448276,1707,1735,180+0,1-0,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-17,+67
19,e4,0.0,2401,1725,0+1,1-0,rn1qkbnr/pbpppppp/1p6/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-65,-7
26,e4,0.20689655172413793,1825,1235,600+0,1-0,rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-50,+148
19,e4,0.2413793103448276,1514,1545,120+1,1-0,r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-18,+47
43,e4,0.20689655172413793,1659,1264,300+2,1-0,rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3,+102,-270
